static,dynamic,duration,type_comms,nb_deps_seq,chains_length,is_pipeline,nb_chains,topology,id_run
23780.64,556.48,92542.32,pull_anticipation,3,5,False,3,clique,0
6748.56,204.13,112581.69,push,5,3,False,1,clique,9
15666.3,122.82,257256.41,push,3,3,True,1,clique,6
61058.4,937.33,233668.1,pull_anticipation,5,5,True,3,clique,9
122116.8,343.82,1189471.4,pull,5,5,True,1,star,0
24503.7,342.25,241476.45,pull_anticipation,5,5,True,1,clique,4
8114.34,203.43,134203.53,pull_anticipation,5,3,False,1,clique,8
36233.34,1349.02,139727.63,push,5,5,True,3,clique,4
90784.2,290.2,636023.43,pull,3,3,True,3,star,5
33501.78,123.09,544215.87,pull_anticipation,3,3,False,1,star,7
37518.78,493.97,265034.4,push,5,3,True,3,star,9
17433.78,205.77,173757.18,pull_anticipation,3,5,True,1,clique,2
162126.12,483.1,1130440.94,pull,5,3,True,3,star,7
136176.3,932.49,515118.41,pull,5,5,False,3,clique,8
700725.48,571.63,2623755.29,pull,3,5,False,3,star,7
63870.3,206.05,1037999.8,pull,5,3,False,1,star,2
21450.78,123.09,350528.62,pull_anticipation,3,3,True,1,clique,5
6909.24,122.9,115033.51,push,3,3,False,1,star,7
120108.3,482.19,838852.23,pull,5,3,True,3,star,9
102192.48,890.41,385574.37,pull_anticipation,5,5,True,3,star,5
23619.96,122.87,386110.29,pull,3,3,True,1,clique,9
63066.9,562.18,241690.24,pull_anticipation,3,5,True,3,clique,6
31493.28,123.11,513618.33,pull_anticipation,3,3,False,1,star,3
107414.58,933.58,405674.66,pull,5,5,False,3,clique,1
35831.64,291.12,252366.73,pull,3,3,False,3,clique,9
12774.06,203.59,210177.07,pull_anticipation,5,3,False,1,star,0
15666.3,204.36,257256.41,push,5,3,True,1,clique,6
127338.9,574.79,479898.72,push,3,5,True,3,star,0
44187.0,928.32,171251.13,pull_anticipation,5,5,True,3,clique,2
274923.48,490.89,1912026.99,pull,5,3,False,3,star,6
28199.34,122.93,460097.2,pull,3,3,False,1,clique,7
14943.24,333.01,108898.72,push,3,3,False,3,clique,3
26271.18,314.8,186793.87,push,3,3,True,3,clique,8
262631.46,297.96,1826413.48,pull,3,3,False,3,star,5
15987.66,526.53,116108.99,push,5,3,True,3,clique,7
33501.78,204.43,544215.87,pull,5,3,True,1,clique,7
24584.04,922.43,96854.87,pull_anticipation,5,5,False,3,clique,5
105807.78,208.11,1033082.72,pull_anticipation,3,5,False,1,star,7
51738.96,207.56,507130.37,pull,3,5,False,1,clique,8
52783.38,292.64,370625.06,pull,3,3,True,3,clique,7
15666.3,482.55,112898.5,pull_anticipation,5,3,True,3,clique,9
90784.2,346.84,885582.18,pull,5,5,True,1,clique,6
6507.54,554.88,29554.41,push,3,5,False,3,clique,1
14943.24,553.27,108898.72,push,5,3,False,3,clique,3
18799.56,203.9,307981.54,pull_anticipation,5,3,False,1,clique,4
59210.58,205.78,963499.5,pull,5,3,False,1,clique,4
32377.02,1183.72,124608.68,push,5,5,True,3,clique,1
70217.16,297.19,491675.79,pull,3,3,False,3,clique,0
18799.56,207.2,307981.54,push,5,3,False,1,star,4
125009.04,552.67,471734.55,push,3,5,True,3,star,6
7632.3,345.19,77214.83,push,5,5,False,1,clique,9
35670.96,341.53,350528.62,pull_anticipation,5,5,True,1,star,5
158912.52,542.6,599017.42,pull_anticipation,3,5,True,3,star,7
28922.4,203.93,471321.76,pull_anticipation,5,3,True,1,star,6
216275.28,296.53,1506492.54,pull,3,3,False,3,star,9
32537.7,291.77,229633.5,push,3,3,True,3,star,7
320154.9,916.82,1202276.83,pull_anticipation,5,5,False,3,star,2
21450.78,209.42,350528.62,push,5,3,False,1,star,5
24021.66,558.14,93354.41,pull_anticipation,3,5,False,3,clique,7
19442.28,208.81,319511.22,push,5,3,True,1,star,3
33421.44,124.62,543578.02,push,3,3,False,1,star,1
95925.96,488.0,671320.59,pull,5,3,False,3,clique,7
99782.28,289.38,698138.27,pull,3,3,True,3,star,6
13416.78,340.67,134203.53,pull_anticipation,5,5,False,1,clique,8
64272.0,480.78,450104.6,pull_anticipation,5,3,False,3,star,5
18799.56,123.02,307981.54,push,3,3,True,1,clique,4
19442.28,125.57,319511.22,push,3,3,True,1,star,3
8596.38,347.25,89069.59,push,5,5,False,1,clique,4
20727.72,122.82,339189.66,pull,3,3,False,1,clique,0
158992.86,1062.19,600437.61,push,5,5,False,3,star,9
46034.82,205.28,749285.97,pull,5,3,True,1,clique,9
73511.1,289.53,513737.46,pull_anticipation,3,3,False,3,star,3
67405.26,342.67,658662.35,pull_anticipation,5,5,False,1,star,1
125009.04,537.28,471734.55,pull_anticipation,3,5,True,3,star,6
54631.2,205.22,887997.86,pull,5,3,False,1,clique,7
48043.32,209.29,471321.76,push,3,5,True,1,star,6
55675.62,348.47,543578.02,push,5,5,True,1,star,1
11327.94,122.18,185213.48,pull_anticipation,3,3,True,1,star,8
62183.16,205.71,1009768.8,pull,5,3,False,1,clique,3
24343.02,211.94,241690.24,push,3,5,True,1,clique,6
47721.96,291.97,334978.05,pull,3,3,False,3,clique,1
96488.34,290.42,674761.67,pull,3,3,True,3,star,9
26994.24,289.24,190943.31,pull_anticipation,3,3,False,3,clique,6
302319.42,918.26,1135353.16,pull_anticipation,5,5,False,3,star,0
164134.62,1051.61,620264.94,push,5,5,False,3,star,1
48927.06,293.84,343131.42,pull,3,3,True,3,clique,2
30689.88,341.43,303902.45,pull_anticipation,5,5,True,1,star,2
67244.58,304.91,471734.55,push,3,3,False,3,star,6
30127.5,206.57,295564.8,pull_anticipation,3,5,True,1,clique,5
203340.54,1105.87,764470.95,push,5,5,False,3,star,4
66200.16,287.5,464050.15,pull_anticipation,3,3,True,3,star,8
277815.72,215.02,2704501.18,pull,3,5,False,1,star,8
31332.6,123.11,510671.23,pull,3,3,False,1,clique,9
54470.52,205.28,885560.29,pull,5,3,True,1,clique,6
107816.28,491.06,753348.12,pull,5,3,False,3,clique,4
18879.9,205.12,186793.87,pull_anticipation,3,5,True,1,clique,8
24021.66,1331.91,93354.41,push,5,5,False,3,clique,7
47159.58,204.97,767898.92,pull,5,3,True,1,star,8
18799.56,122.95,307981.54,pull_anticipation,3,3,True,1,clique,4
27476.28,204.78,447316.23,pull_anticipation,5,3,True,1,clique,1
35670.96,210.23,350528.62,push,3,5,True,1,star,5
79054.56,346.53,772565.53,pull,5,5,True,1,clique,2
300150.24,1113.14,1127683.65,push,5,5,True,3,star,3
29565.12,206.82,289961.19,pull,3,5,True,1,clique,9
149111.04,897.06,561859.23,pull_anticipation,5,5,True,3,star,1
24021.66,122.66,392631.37,pull_anticipation,3,3,False,1,star,8
18799.56,122.95,307981.54,pull_anticipation,3,3,True,1,star,4
4579.38,122.52,77024.68,push,3,3,True,1,star,2
149111.04,571.02,561859.23,push,3,5,True,3,star,1
36153.0,123.03,588202.58,pull_anticipation,3,3,False,1,star,6
245278.02,543.22,920816.47,pull_anticipation,3,5,True,3,star,8
68530.02,300.21,478701.28,push,3,3,True,3,star,0
77929.8,481.25,544215.87,pull_anticipation,5,3,False,3,star,7
15666.3,123.14,257256.41,push,3,3,False,1,clique,6
77849.46,290.42,543578.02,pull_anticipation,3,3,True,3,star,1
12934.74,293.54,92542.32,push,3,3,False,3,clique,0
302319.42,548.5,1135353.16,pull,3,5,True,3,star,0
9801.48,339.06,100319.1,pull_anticipation,5,5,True,1,star,0
35670.96,205.45,350528.62,pull_anticipation,3,5,True,1,star,5
34305.18,480.63,241476.45,pull_anticipation,5,3,True,3,clique,4
18799.56,122.66,307981.54,pull_anticipation,3,3,False,1,star,4
18799.56,207.2,307981.54,push,5,3,False,1,clique,4
108378.66,290.67,756780.17,pull,3,3,True,3,star,8
36233.34,557.18,139727.63,pull_anticipation,3,5,True,3,clique,4
77849.46,303.52,543578.02,push,3,3,True,3,star,1
14461.2,122.69,236859.33,pull,3,3,False,1,clique,2
238047.42,662.36,893911.4,push,3,5,True,3,star,2
9801.48,203.78,100319.1,pull_anticipation,3,5,True,1,clique,0
198118.44,485.1,1379653.27,pull,5,3,True,3,star,5
19442.28,203.77,319511.22,pull_anticipation,5,3,False,1,clique,3
33421.44,123.23,543578.02,pull_anticipation,3,3,True,1,star,1
81143.4,487.26,569289.51,pull,5,3,False,3,clique,1
35670.96,561.7,140088.02,pull_anticipation,3,5,True,3,clique,0
6748.56,122.11,112581.69,push,3,3,True,1,star,9
76323.0,488.35,534071.17,pull,5,3,True,3,clique,9
11327.94,122.36,185213.48,push,3,3,False,1,star,8
4579.38,122.04,77024.68,pull_anticipation,3,3,True,1,star,2
13979.16,122.62,229466.1,pull_anticipation,3,3,False,1,star,2
17996.16,481.61,128484.47,pull_anticipation,5,3,False,3,clique,3
14782.56,204.58,147394.14,pull_anticipation,3,5,False,1,clique,4
58567.86,345.06,573671.78,pull,5,5,True,1,clique,0
48043.32,214.68,471321.76,push,3,5,False,1,star,6
300150.24,916.93,1127445.4,pull_anticipation,5,5,False,3,star,6
50132.16,207.62,491675.79,pull,3,5,False,1,clique,0
77849.46,503.94,543578.02,push,5,3,True,3,star,1
23780.64,483.13,169003.73,pull_anticipation,5,3,True,3,clique,5
224389.62,296.11,1561276.08,pull,3,3,False,3,star,7
63629.28,124.46,1034293.24,pull,3,3,False,1,star,4
20567.04,287.74,147394.14,pull_anticipation,3,3,False,3,clique,4
18879.9,203.85,186793.87,pull_anticipation,3,5,True,1,star,8
19442.28,203.98,319511.22,pull_anticipation,5,3,True,1,clique,3
14220.18,502.94,102500.14,push,5,3,False,3,clique,6
24503.7,217.03,241476.45,push,3,5,True,1,clique,4
14621.88,608.97,58133.07,push,3,5,False,3,clique,0
102192.48,535.89,385574.37,pull_anticipation,3,5,True,3,star,5
151762.26,345.24,1479306.7,pull,5,5,True,1,star,1
24343.02,342.73,241690.24,pull_anticipation,5,5,True,1,clique,6
11327.94,205.09,185213.48,push,5,3,True,1,clique,8
16469.7,340.85,163041.36,pull_anticipation,5,5,False,1,clique,7
279743.88,298.51,1947257.33,pull,3,3,False,3,star,3
19442.28,646.6,77024.68,push,3,5,False,3,clique,2
68530.02,288.43,478701.28,pull_anticipation,3,3,True,3,star,0
337267.32,493.22,2345758.38,pull,5,3,False,3,star,2
76644.36,517.49,538103.87,push,5,3,True,3,star,4
68530.02,506.44,478701.28,push,5,3,False,3,star,0
21049.08,375.45,209313.48,push,5,5,True,1,clique,9
55675.62,207.92,543578.02,pull,3,5,True,1,clique,1
15987.66,317.26,116108.99,push,3,3,True,3,clique,7
28922.4,203.81,471321.76,pull_anticipation,5,3,False,1,clique,6
100183.98,568.95,378316.9,pull,3,5,True,3,clique,5
25307.1,123.05,413293.62,pull,3,3,True,1,clique,0
69413.76,293.85,487247.69,pull,3,3,False,3,clique,7
9962.16,340.33,99536.25,pull_anticipation,5,5,False,1,clique,9
112556.34,125.91,1825969.43,pull,3,3,False,1,star,5
36554.7,123.4,595556.78,pull,3,3,True,1,star,9
228888.66,213.02,2228781.67,pull,3,5,False,1,star,5
30127.5,365.59,295564.8,push,5,5,True,1,clique,5
42017.82,205.69,412953.85,pull_anticipation,3,5,False,1,star,5
221738.4,485.19,1543734.1,pull,5,3,True,3,star,3
341284.32,492.8,2372749.91,pull,5,3,False,3,star,4
32537.7,293.5,229633.5,push,3,3,False,3,star,7
33823.14,1149.65,131916.6,push,5,5,True,3,clique,2
14220.18,297.98,102500.14,push,3,3,True,3,clique,6
10524.54,497.11,77214.83,push,5,3,False,3,clique,9
81143.4,489.03,569289.51,pull,5,3,True,3,clique,1
13175.76,287.99,96854.87,pull_anticipation,3,3,False,3,clique,5
127820.94,940.19,483725.59,pull,5,5,False,3,clique,4
120349.32,938.62,454956.59,pull,5,5,True,3,clique,4
13818.48,990.77,57960.98,push,5,5,False,3,clique,5
19442.28,209.34,319511.22,push,5,3,False,1,star,3
42017.82,341.65,412953.85,pull_anticipation,5,5,False,1,star,5
40250.34,287.64,284601.25,pull_anticipation,3,3,False,3,star,2
4579.38,203.27,77024.68,pull_anticipation,5,3,True,1,star,2
116332.32,344.27,1135353.16,pull_anticipation,5,5,False,1,star,0
6748.56,122.16,112581.69,pull_anticipation,3,3,True,1,star,9
40250.34,287.64,284601.25,pull_anticipation,3,3,False,3,star,2
16469.7,204.9,163041.36,pull_anticipation,3,5,False,1,clique,7
300150.24,675.07,1127683.65,push,3,5,True,3,star,3
6748.56,203.41,112581.69,pull_anticipation,5,3,True,1,star,9
125009.04,966.31,471734.55,push,5,5,False,3,star,6
26271.18,523.67,186793.87,push,5,3,True,3,clique,8
30127.5,365.59,295564.8,push,5,5,True,1,clique,5
106048.8,343.84,1034293.24,pull,5,5,True,1,star,4
4579.38,204.07,77024.68,push,5,3,True,1,clique,2
25949.82,549.79,101191.58,pull_anticipation,3,5,False,3,clique,8
25628.46,205.05,252366.73,pull_anticipation,3,5,False,1,star,9
24664.38,206.18,245037.11,pull_anticipation,3,5,True,1,clique,7
49248.42,1290.13,190658.83,push,5,5,True,3,clique,8
245278.02,899.06,920816.47,pull_anticipation,5,5,True,3,star,8
74796.54,488.36,522873.83,pull,5,3,True,3,clique,2
62665.2,288.5,439261.07,pull_anticipation,3,3,True,3,star,3
46195.5,204.93,752673.49,pull,5,3,True,1,clique,5
76644.36,481.03,538103.87,pull_anticipation,5,3,False,3,star,4
32537.7,485.17,229633.5,push,5,3,True,3,star,7
55434.6,205.53,900998.93,pull,5,3,True,1,clique,0
34144.5,1170.04,132448.0,push,5,5,True,3,clique,3
18879.9,339.35,186793.87,pull_anticipation,5,5,True,1,star,8
110628.18,207.26,1794563.83,pull,5,3,False,1,star,9
90864.54,933.05,343131.42,pull,5,5,False,3,clique,2
115528.92,343.66,1126999.1,pull,5,5,True,1,star,6
300150.24,761.91,1127683.65,push,3,5,False,3,star,3
34305.18,328.0,241476.45,push,3,3,True,3,clique,4
11327.94,203.57,185213.48,pull_anticipation,5,3,True,1,clique,8
208000.26,909.47,782216.13,pull_anticipation,5,5,False,3,star,5
314852.46,777.57,1182070.26,push,3,5,False,3,star,8
130150.8,948.67,491675.79,pull,5,5,True,3,clique,0
100023.3,565.65,378268.29,pull,3,5,True,3,clique,6
21450.78,125.97,350528.62,push,3,3,False,1,star,5
6186.18,203.15,103290.41,pull_anticipation,5,3,False,1,clique,2
833607.84,578.86,3121985.45,pull,3,5,False,3,star,4
127338.9,538.17,479898.72,pull_anticipation,3,5,True,3,star,0
300150.24,550.61,1127683.65,pull_anticipation,3,5,True,3,star,3
213945.42,296.41,1491144.09,pull,3,3,False,3,star,4
50533.86,852.47,194484.46,push,3,5,True,3,clique,5
203340.54,904.39,764470.95,pull_anticipation,5,5,True,3,star,4
143487.24,941.36,540899.39,pull,5,5,True,3,clique,6
174739.5,549.18,658662.35,pull_anticipation,3,5,False,3,star,1
11649.3,204.84,116654.45,pull_anticipation,3,5,False,1,clique,2
9801.48,339.39,100319.1,pull_anticipation,5,5,True,1,clique,0
76644.36,318.63,538103.87,push,3,3,False,3,star,4
32377.02,722.34,124608.68,push,3,5,True,3,clique,1
24021.66,926.63,93354.41,pull_anticipation,5,5,False,3,clique,7
250259.1,910.91,940272.73,pull_anticipation,5,5,False,3,star,4
207437.88,296.05,1443124.56,pull,3,3,False,3,star,8
28922.4,204.02,471321.76,pull_anticipation,5,3,True,1,clique,6
6748.56,122.16,112581.69,pull_anticipation,3,3,True,1,clique,9
32296.68,207.38,319230.83,pull,3,5,False,1,clique,9
459785.82,912.67,1725178.19,pull,5,5,True,3,star,7
61058.4,1596.12,233668.1,push,5,5,True,3,clique,9
57041.4,207.09,556061.92,pull,3,5,False,1,clique,6
18799.56,204.42,307981.54,pull_anticipation,5,3,True,1,clique,4
300150.24,1259.34,1127683.65,push,5,5,False,3,star,3
258534.12,214.82,2518228.96,pull,3,5,False,1,star,0
17433.78,509.74,124607.56,push,5,3,True,3,clique,1
45151.08,294.07,319230.83,pull,3,3,True,3,clique,9
21450.78,207.83,350528.62,push,5,3,True,1,star,5
64272.0,293.5,450104.6,pull,3,3,True,3,clique,5
76644.36,311.94,538103.87,push,3,3,True,3,star,4
86365.5,566.89,327569.56,pull,3,5,False,3,clique,7
300150.24,555.37,1127445.4,pull_anticipation,3,5,False,3,star,6
488226.18,359.39,4751352.98,pull,5,5,False,1,star,3
79054.56,207.67,772565.53,pull,3,5,True,1,star,2
14621.88,1011.57,58133.07,push,5,5,False,3,clique,0
173775.42,483.62,1209923.44,pull,5,3,True,3,star,1
17433.78,306.57,124607.56,push,3,3,True,3,clique,1
105807.78,344.09,1033082.72,pull_anticipation,5,5,False,1,star,7
6909.24,203.34,115033.51,pull_anticipation,5,3,True,1,clique,7
64030.98,205.25,1042074.81,pull,5,3,True,1,star,6
83071.56,346.53,811832.81,pull,5,5,True,1,clique,3
477781.98,917.75,1791851.27,pull,5,5,True,3,star,2
9801.48,206.2,100319.1,push,3,5,False,1,clique,0
30609.54,917.44,119104.16,pull_anticipation,5,5,False,3,clique,4
49569.78,205.13,806124.86,pull,5,3,True,1,star,9
52462.02,207.2,513737.46,pull_anticipation,3,5,True,1,star,3
102192.48,930.48,385574.37,push,5,5,True,3,star,5
17433.78,483.47,124607.56,pull_anticipation,5,3,True,3,clique,1
33421.44,205.95,543578.02,push,5,3,True,1,star,1
67646.28,555.35,257256.41,pull,3,5,False,3,clique,6
105807.78,346.38,1033082.72,pull,5,5,True,1,clique,7
36233.34,924.61,139727.63,pull_anticipation,5,5,True,3,clique,4
203340.54,600.77,764470.95,push,3,5,True,3,star,4
18799.56,204.42,307981.54,pull_anticipation,5,3,True,1,star,4
158912.52,1053.15,599017.42,push,5,5,False,3,star,7
53988.48,291.36,378316.9,pull,3,3,False,3,clique,5
7792.98,346.02,81501.46,push,5,5,False,1,clique,1
26271.18,545.48,102500.14,pull_anticipation,3,5,False,3,clique,6
14943.24,541.7,108898.72,push,5,3,True,3,clique,3
37358.1,206.39,365359.72,pull,3,5,False,1,clique,4
32457.36,370.33,319511.22,push,5,5,True,1,clique,3
86526.18,487.54,604427.32,pull,5,3,False,3,clique,5
55675.62,353.22,543578.02,push,5,5,False,1,star,1
24584.04,554.76,96854.87,pull_anticipation,3,5,False,3,clique,5
12774.06,351.61,128026.81,push,5,5,False,1,clique,5
35670.96,213.08,350528.62,push,3,5,False,1,star,5
66200.16,504.52,464050.15,push,5,3,False,3,star,8
515943.48,912.64,1932203.23,pull,5,5,True,3,star,8
28922.4,122.78,471321.76,pull_anticipation,3,3,True,1,clique,6
37518.78,477.59,265034.4,pull_anticipation,5,3,True,3,star,9
6748.56,203.33,112581.69,push,5,3,True,1,clique,9
49248.42,561.6,190658.83,pull_anticipation,3,5,True,3,clique,8
87490.26,206.3,1420035.71,pull,5,3,False,1,star,6
132078.96,290.68,920390.52,pull,3,3,True,3,star,0
158912.52,1053.15,599017.42,push,5,5,False,3,star,7
5945.16,122.22,100319.1,push,3,3,False,1,star,0
10203.18,205.7,102500.14,push,3,5,False,1,clique,6
56800.38,124.16,924280.84,pull,3,3,False,1,star,8
30529.2,207.24,299412.37,pull_anticipation,3,5,True,1,clique,1
118260.48,208.75,1154908.47,pull,3,5,True,1,star,5
113520.42,207.54,1840818.32,pull,5,3,False,1,star,4
102192.48,560.02,385574.37,push,3,5,True,3,star,5
42580.2,123.41,692450.2,pull,3,3,True,1,clique,6
105807.78,206.92,1717077.15,pull,5,3,False,1,star,0
10203.18,342.56,102500.14,push,5,5,False,1,clique,6
63066.9,931.03,241690.24,pull_anticipation,5,5,True,3,clique,6
77046.06,206.7,752747.76,pull,3,5,True,1,star,1
68530.02,479.15,478701.28,pull_anticipation,5,3,True,3,star,0
7471.62,493.68,57960.98,push,5,3,False,3,clique,5
90864.54,933.05,343131.42,pull,5,5,False,3,clique,2
69815.46,124.35,1135353.16,pull,3,3,False,1,star,0
116332.32,208.31,1135353.16,pull_anticipation,3,5,False,1,star,0
18879.9,343.06,186793.87,push,5,5,False,1,star,8
408769.92,356.54,3978243.1,pull,5,5,False,1,star,9
150958.86,345.36,1471349.57,pull,5,5,True,1,star,5
238047.42,910.16,893911.4,pull_anticipation,5,5,True,3,star,2
77849.46,316.28,543578.02,push,3,3,False,3,star,1
81464.76,559.9,308189.82,pull,3,5,False,3,clique,8
9801.48,204.93,100319.1,push,3,5,True,1,clique,0
42098.16,564.07,161891.49,pull_anticipation,3,5,True,3,clique,3
55675.62,212.67,543578.02,push,3,5,False,1,star,1
9801.48,340.94,100319.1,push,5,5,False,1,star,0
79938.3,565.6,304233.27,pull,3,5,True,3,clique,4
66200.16,501.09,464050.15,push,5,3,True,3,star,8
42499.86,484.16,299437.35,pull_anticipation,5,3,True,3,clique,8
351407.16,354.46,3418372.71,pull,5,5,False,1,star,1
78492.18,207.34,767898.92,pull_anticipation,3,5,False,1,star,8
36795.72,1220.77,142092.56,push,5,5,True,3,clique,0
32457.36,207.4,319511.22,pull_anticipation,3,5,True,1,clique,3
42821.22,342.01,421313.22,pull_anticipation,5,5,False,1,star,2
61781.46,207.94,603960.87,pull,3,5,False,1,clique,5
29565.12,212.71,289961.19,push,3,5,False,1,star,9
84357.0,479.55,589213.39,pull_anticipation,5,3,False,3,star,6
32939.4,207.14,323577.52,pull,3,5,True,1,clique,0
32537.7,476.91,229633.5,pull_anticipation,5,3,True,3,star,7
25628.46,205.14,252366.73,pull_anticipation,3,5,True,1,star,9
109664.1,568.6,413498.28,pull,3,5,True,3,clique,9
119786.94,939.28,452290.23,pull,5,5,False,3,clique,3
69895.8,217.03,682612.79,push,3,5,True,1,star,4
68530.02,479.91,478701.28,pull_anticipation,5,3,False,3,star,0
50533.86,1394.95,194484.46,push,5,5,True,3,clique,5
314852.46,1278.91,1182070.26,push,5,5,False,3,star,8
292919.64,491.44,2037733.83,pull,5,3,False,3,star,1
77849.46,289.64,543578.02,pull_anticipation,3,3,False,3,star,1
42499.86,291.69,299437.35,pull_anticipation,3,3,True,3,clique,8
76644.36,481.21,538103.87,pull_anticipation,5,3,True,3,star,4
201091.02,548.2,757250.47,pull_anticipation,3,5,False,3,star,9
91587.6,488.13,640085.76,pull,5,3,True,3,clique,5
203340.54,600.77,764470.95,push,3,5,True,3,star,4
100425.0,572.47,380671.43,pull,3,5,True,3,clique,3
69413.76,124.34,1126999.1,pull,3,3,False,1,star,6
250259.1,550.85,940272.73,pull_anticipation,3,5,False,3,star,4
149111.04,618.74,561859.23,push,3,5,False,3,star,1
452153.52,554.69,1693968.08,pull,3,5,True,3,star,8
179640.24,483.87,1252367.7,pull,5,3,True,3,star,0
158992.86,1016.91,600437.61,push,5,5,True,3,star,9
449261.28,497.31,3123343.83,pull,5,3,False,3,star,5
208000.26,549.23,782216.13,pull_anticipation,3,5,False,3,star,5
87168.9,486.28,608070.38,pull,5,3,False,3,clique,8
126455.16,344.55,1233391.63,pull,5,5,True,1,star,9
104361.66,491.21,729644.38,pull,5,3,False,3,clique,0
213945.42,296.41,1491144.09,pull,3,3,False,3,star,4
238047.42,1094.31,893911.4,push,5,5,True,3,star,2
314852.46,731.29,1182070.26,push,3,5,True,3,star,8
397200.96,551.16,1491144.09,pull,3,5,True,3,star,4
451751.82,496.83,3139930.04,pull,5,3,False,3,star,3
357271.98,493.33,2483901.42,pull,5,3,False,3,star,8
139389.9,941.2,526575.14,pull,5,5,False,3,clique,7
174739.5,910.12,658662.35,pull_anticipation,5,5,False,3,star,1
122438.16,942.18,464137.26,pull,5,5,False,3,clique,5
497786.64,911.29,1865902.5,pull,5,5,True,3,star,4
278137.08,215.29,2708551.69,pull,3,5,False,1,star,3
242225.1,296.64,1686166.89,pull,3,3,False,3,star,0
401539.32,909.61,1506492.54,pull,5,5,True,3,star,9
364743.6,494.07,2537690.56,pull,5,3,False,3,star,9
238047.42,910.16,893911.4,pull_anticipation,5,5,True,3,star,2
302319.42,556.04,1135353.16,pull_anticipation,3,5,False,3,star,0
364984.62,354.83,3553221.39,pull,5,5,False,1,star,6
382338.06,356.05,3719844.84,pull,5,5,False,1,star,5
275325.18,553.1,1034496.99,pull_anticipation,3,5,False,3,star,7
362654.76,494.15,2522302.03,pull,5,3,False,3,star,7
487262.1,559.53,1826830.36,pull,3,5,True,3,star,1
314852.46,1278.91,1182070.26,push,5,5,False,3,star,8
276610.62,490.07,1924496.08,pull,5,3,True,3,star,2
351407.16,354.46,3418372.71,pull,5,5,False,1,star,1
724586.46,574.34,2713377.73,pull,3,5,False,3,star,1
426123.36,560.04,1596793.92,pull_anticipation,3,5,False,3,star,8
292919.64,491.44,2037733.83,pull,5,3,False,3,star,1
320154.9,551.15,1202276.83,pull,3,5,True,3,star,2
331723.86,915.45,1244523.53,pull_anticipation,5,5,False,3,star,3
574913.04,921.1,2154755.43,pull,5,5,True,3,star,1
1324003.2,964.65,4954456.54,pull,5,5,False,3,star,6
418491.06,910.48,1569482.39,pull,5,5,True,3,star,5
357271.98,493.33,2483901.42,pull,5,3,False,3,star,8
401539.32,909.61,1506492.54,pull,5,5,True,3,star,9
397200.96,551.16,1491144.09,pull,3,5,True,3,star,4
463160.1,911.76,1737358.73,pull,5,5,True,3,star,6
487262.1,559.53,1826830.36,pull,3,5,True,3,star,1
609298.56,363.22,5927273.31,pull,5,5,False,1,star,8
449261.28,497.31,3123343.83,pull,5,3,False,3,star,5
451751.82,496.83,3139930.04,pull,5,3,False,3,star,3
883740.0,581.68,3310044.21,pull,3,5,False,3,star,9
452153.52,554.69,1693968.08,pull,3,5,True,3,star,8
497786.64,911.29,1865902.5,pull,5,5,True,3,star,4
741538.2,576.19,2775948.22,pull,3,5,False,3,star,5
574913.04,921.1,2154755.43,pull,5,5,True,3,star,1
710205.6,574.4,2658951.45,pull,3,5,False,3,star,0
827421.66,577.16,3098645.11,pull,3,5,False,3,star,2
741538.2,576.19,2775948.22,pull,3,5,False,3,star,5
1006499.52,583.21,3767568.51,pull,3,5,False,3,star,8
1108852.68,590.15,4150601.08,pull,3,5,False,3,star,3
1230648.12,961.49,4606843.83,pull,5,5,False,3,star,5
8034.0,341.97,81341.68,push,5,5,False,1,clique,8
15585.96,1053.98,62089.57,push,5,5,False,3,clique,1
24343.02,352.5,241690.24,push,5,5,True,1,clique,6
23780.64,325.89,171251.13,push,3,3,True,3,clique,2
17996.16,290.16,128484.47,pull_anticipation,3,3,False,3,clique,3
30689.88,206.72,303902.45,push,3,5,True,1,star,2
30127.5,219.96,295564.8,push,3,5,True,1,clique,5
33421.44,123.99,543578.02,push,3,3,True,1,star,1
32537.7,286.68,229633.5,pull_anticipation,3,3,True,3,star,7
40411.02,123.71,658662.35,pull,3,3,True,1,clique,1
33823.14,698.02,131916.6,push,3,5,True,3,clique,2
33501.78,122.98,544215.87,pull,3,3,True,1,star,7
26994.24,480.67,190943.31,pull_anticipation,5,3,False,3,clique,6
6748.56,122.58,112581.69,push,3,3,False,1,clique,9
49971.48,487.8,350528.62,push,5,3,True,3,star,5
76644.36,207.13,749285.97,pull,3,5,True,1,star,9
6909.24,122.59,115033.51,push,3,3,True,1,star,7
55675.62,219.5,544215.87,push,3,5,False,1,star,7
37599.12,123.39,611444.06,pull,3,3,True,1,clique,5
21450.78,123.04,350528.62,pull_anticipation,3,3,True,1,star,5
11327.94,203.69,185213.48,push,5,3,False,1,star,8
90784.2,207.05,885582.18,pull,3,5,True,1,star,6
49569.78,123.89,806124.86,pull,3,3,False,1,star,9
58889.22,291.23,412866.4,pull,3,3,False,3,clique,6
11327.94,575.54,46009.65,push,3,5,False,3,clique,7
19522.62,655.5,77214.83,push,3,5,False,3,clique,9
13818.48,600.54,57960.98,push,3,5,False,3,clique,5
93596.1,346.45,911794.77,pull,5,5,True,1,clique,5
65557.44,565.03,249354.41,pull,3,5,False,3,clique,0
9078.42,122.99,150164.19,push,3,3,False,1,clique,5
